Fastanúmer;Svæði;Brunabótamat;Lóðamat;Fasteignamat2016;Fasteignamat2017
2039362;Grafarvogur;26800000;3150000;26600000;29700000
2039495;Grafarvogur;25650000;3090000;27000000;30000000
2038832;Grafarvogur;24000000;3420000;25300000;27950000
2038982;Grafarvogur;29830000;3470000;26450000;29250000
2039268;Grafarvogur;35430000;3890000;34000000;37200000
2039715;Grafarvogur;21850000;2920000;23750000;26550000
2039803;Grafarvogur;24150000;2920000;23750000;26500000
2039697;Grafarvogur;21850000;2920000;24000000;26700000
2039682;Grafarvogur;24600000;2910000;24850000;27700000
2039806;Grafarvogur;24250000;2920000;24100000;26800000
2039680;Grafarvogur;24600000;2870000;24250000;27100000
2039804;Grafarvogur;24400000;2930000;24000000;26750000
2039801;Grafarvogur;29370000;3140000;27600000;30700000
2039802;Grafarvogur;24400000;2930000;24000000;26750000
2039681;Grafarvogur;21350000;2570000;21700000;24350000
2039726;Grafarvogur;21900000;2920000;23750000;26550000
2039805;Grafarvogur;26000000;3090000;25550000;28350000
2039683;Grafarvogur;24600000;2910000;24850000;27700000
2039535;Grafarvogur;28250000;3310000;26650000;29650000
2039513;Grafarvogur;26150000;3310000;26600000;29650000
2039559;Grafarvogur;27400000;3560000;28700000;31950000
2039918;Grafarvogur;30300000;3130000;26300000;29200000
2040014;Grafarvogur;34475000;3520000;28350000;31400000
2039899;Grafarvogur;30750000;3550000;30950000;34300000
2040004;Grafarvogur;30525000;3090000;25050000;27700000
2039937;Grafarvogur;26330000;2790000;23400000;26200000
2039897;Grafarvogur;29300000;3400000;28700000;32000000
2039947;Grafarvogur;26430000;2830000;24600000;27400000
2039946;Grafarvogur;25080000;2770000;23450000;26200000
2039945;Grafarvogur;25680000;2760000;23450000;26200000
2040073;Grafarvogur;29650000;3240000;27600000;30650000
2040421;Grafarvogur;21250000;2570000;21300000;23900000
2040078;Grafarvogur;32380000;3150000;28050000;31050000
2280936;Grafarvogur;40810000;3770000;37800000;40850000
2280931;Grafarvogur;41410000;3890000;39050000;42300000
2040149;Grafarvogur;27900000;3030000;24800000;27750000
2040151;Grafarvogur;21750000;2750000;21800000;24400000
2040181;Grafarvogur;26750000;3120000;25450000;28350000
2040150;Grafarvogur;17050000;2220000;17550000;19850000
2040044;Grafarvogur;22850000;2790000;22250000;24900000
2040420;Grafarvogur;24500000;2870000;23800000;26650000
2040147;Grafarvogur;28150000;3060000;25000000;27950000
2040182;Grafarvogur;24950000;2900000;23700000;26450000
2040152;Grafarvogur;30500000;3300000;26900000;29950000
2040146;Grafarvogur;16800000;2160000;17100000;19250000
2040138;Grafarvogur;24850000;2770000;22750000;25550000
2040074;Grafarvogur;26500000;2960000;25250000;28100000
2040797;Grafarvogur;29110000;3650000;28250000;31150000
2040892;Grafarvogur;20550000;2760000;20900000;23200000
2040615;Grafarvogur;25200000;3460000;26150000;28850000
2040616;Grafarvogur;25200000;3460000;26150000;28850000
2041587;Grafarvogur;31250000;3900000;29750000;32800000
2041588;Grafarvogur;26100000;3660000;28100000;31000000
2041586;Grafarvogur;28300000;3580000;27300000;30200000
2040663;Grafarvogur;19600000;2910000;22400000;24750000
2040664;Grafarvogur;21500000;2650000;19250000;21350000
2041585;Grafarvogur;29150000;3980000;30550000;33650000
2040817;Grafarvogur;18250000;2810000;21700000;24400000
2041013;Grafarvogur;28570000;3840000;28900000;31700000
2040886;Grafarvogur;24650000;3610000;27000000;29900000
2040881;Grafarvogur;16200000;2560000;19400000;21550000
2041555;Grafarvogur;29150000;3910000;29650000;32700000
2040976;Grafarvogur;18850000;2840000;21000000;23450000
2040787;Grafarvogur;18250000;2760000;20800000;23050000
2040788;Grafarvogur;26980000;3370000;26150000;28850000
2040818;Grafarvogur;23450000;3420000;26400000;29550000
2040893;Grafarvogur;18900000;2760000;21000000;23250000
2040776;Grafarvogur;29050000;4270000;32350000;35850000
2040823;Grafarvogur;21720000;2810000;22700000;25650000
2040669;Grafarvogur;22600000;3610000;26700000;29550000
2040757;Grafarvogur;29050000;4420000;33450000;36800000
2040617;Grafarvogur;28700000;3860000;29200000;32150000
2041598;Grafarvogur;26100000;3580000;27200000;30100000
2041924;Grafarvogur;22800000;3240000;24100000;26700000
2041660;Grafarvogur;21150000;3160000;22700000;25250000
2041595;Grafarvogur;29150000;3900000;29650000;32700000
2041942;Grafarvogur;25100000;3240000;23600000;26200000
2041679;Grafarvogur;21150000;3160000;22950000;25450000
2041678;Grafarvogur;25250000;3570000;25950000;28700000
2042001;Grafarvogur;22150000;3070000;22750000;25300000
2041596;Grafarvogur;26100000;3660000;28100000;31000000
2041597;Grafarvogur;29150000;3980000;30550000;33650000
2041680;Grafarvogur;24600000;3530000;25650000;28300000
2041999;Grafarvogur;30870000;4000000;29650000;32500000
2042000;Grafarvogur;31050000;4010000;30450000;33550000
2042070;Grafarvogur;21400000;3020000;22650000;25500000
2042073;Grafarvogur;21400000;3020000;22650000;25500000
2042034;Grafarvogur;23900000;3370000;25150000;28250000
2042039;Grafarvogur;16800000;2480000;18850000;21400000
2042072;Grafarvogur;17300000;2560000;19250000;21700000
2042046;Grafarvogur;21400000;3020000;22100000;24550000
2042065;Grafarvogur;17300000;2560000;19100000;21450000
2042033;Grafarvogur;26850000;3920000;28700000;32150000
2042044;Grafarvogur;17300000;2560000;19050000;21200000
2042069;Grafarvogur;23950000;3290000;24700000;27700000
2042031;Grafarvogur;20180000;2480000;19450000;21850000
2042068;Grafarvogur;23950000;3290000;24500000;27400000
2042071;Grafarvogur;17300000;2560000;19250000;21700000
2042658;Grafarvogur;30840000;4000000;29500000;32250000
2042086;Grafarvogur;23950000;3290000;25150000;28400000
2042074;Grafarvogur;23950000;3290000;24700000;27700000
2291456;Grafarvogur;38150000;3920000;36650000;40400000
2291455;Grafarvogur;34450000;3640000;34050000;37600000
2291454;Grafarvogur;39550000;4090000;38250000;42100000
2218322;Grafarvogur;29000000;3470000;29700000;32550000
2218483;Grafarvogur;20900000;2810000;23250000;26000000
2218543;Grafarvogur;30000000;3240000;27100000;30100000
2218479;Grafarvogur;17100000;2340000;19400000;21750000
2218482;Grafarvogur;24200000;3150000;26100000;29100000
2218544;Grafarvogur;16850000;2040000;17100000;19200000
2218555;Grafarvogur;23650000;2900000;24300000;27150000
2218545;Grafarvogur;25450000;2930000;24550000;27300000
2218556;Grafarvogur;23050000;2840000;24100000;26800000
2219048;Grafarvogur;25950000;3200000;28300000;31250000
2218557;Grafarvogur;23650000;2900000;24600000;27350000
2219128;Grafarvogur;24600000;3030000;25550000;28350000
2219129;Grafarvogur;24900000;3130000;26250000;29150000
2219130;Grafarvogur;25150000;3090000;25600000;28550000
2219583;Grafarvogur;29950000;3630000;31500000;34800000
2219131;Grafarvogur;23500000;2920000;24500000;27250000
2219111;Grafarvogur;24850000;3130000;26250000;29150000
2224107;Grafarvogur;23900000;3070000;26650000;29350000
2224102;Grafarvogur;16750000;2360000;19750000;22100000
2224100;Grafarvogur;16150000;2250000;18850000;21150000
2224101;Grafarvogur;21650000;2840000;24000000;26750000
2224106;Grafarvogur;26300000;3330000;28900000;31800000
2224105;Grafarvogur;32250000;3900000;33800000;37000000
2224108;Grafarvogur;29600000;3630000;31450000;34500000
2229853;Grafarvogur;22608000;2820000;23850000;26550000
2229864;Grafarvogur;22708000;2870000;24550000;27250000
2229951;Grafarvogur;29650000;3430000;29250000;32500000
2229940;Grafarvogur;30300000;3460000;29250000;32500000
2229865;Grafarvogur;21958000;2860000;24400000;27100000
2229866;Grafarvogur;21958000;2860000;24400000;27100000
2229945;Grafarvogur;26650000;3170000;26750000;29800000
2229947;Grafarvogur;29500000;3410000;28800000;32050000
2229867;Grafarvogur;26058000;3270000;27900000;30900000
2229948;Grafarvogur;29750000;3430000;28950000;32200000
2229946;Grafarvogur;26650000;3170000;26750000;29800000
2229941;Grafarvogur;26700000;3170000;26750000;29800000
2229963;Grafarvogur;33230000;3790000;33500000;37150000
2229953;Grafarvogur;26800000;3170000;27050000;30250000
2229962;Grafarvogur;31030000;3600000;31800000;35300000
2229952;Grafarvogur;29550000;3410000;29100000;32450000
2230722;Grafarvogur;27800000;3260000;28100000;31050000
2230723;Grafarvogur;23650000;2850000;24650000;27300000
2230719;Grafarvogur;23450000;2860000;24400000;27150000
2230720;Grafarvogur;23400000;2850000;24350000;27100000
2232049;Grafarvogur;31150000;3320000;29450000;32400000
2232053;Grafarvogur;31200000;3330000;29500000;32500000
2232051;Grafarvogur;31250000;3380000;30300000;33250000
2232054;Grafarvogur;35650000;3710000;32850000;36100000
2232095;Grafarvogur;28200000;3080000;27900000;31000000
2232091;Grafarvogur;21600000;2690000;23750000;26400000
2232090;Grafarvogur;30200000;3550000;31350000;34550000
2232089;Grafarvogur;22950000;2910000;25350000;28200000
2232093;Grafarvogur;27750000;3010000;27850000;30850000
2232087;Grafarvogur;30200000;3560000;31050000;34400000
2232055;Grafarvogur;30450000;3370000;30150000;33150000
2232092;Grafarvogur;23350000;2890000;25250000;28050000
2232056;Grafarvogur;35900000;3770000;33800000;37000000
2232088;Grafarvogur;21650000;2690000;23500000;26250000
2232094;Grafarvogur;27950000;3070000;27750000;30900000
2232086;Grafarvogur;23600000;2860000;24950000;27750000
2232096;Grafarvogur;28550000;3100000;28400000;31450000
2232098;Grafarvogur;28720000;2850000;26050000;28850000
2232100;Grafarvogur;33190000;2890000;26750000;29800000
2232101;Grafarvogur;22150000;2690000;23450000;26150000
2232104;Grafarvogur;22400000;2690000;23750000;26350000
2232097;Grafarvogur;28750000;3070000;28400000;31400000
2232099;Grafarvogur;31700000;3500000;31000000;34250000
2232102;Grafarvogur;31900000;3550000;31050000;34350000
2232103;Grafarvogur;24250000;2890000;25500000;28300000
2234491;Grafarvogur;25300000;3070000;26200000;29100000
2235511;Grafarvogur;28500000;3330000;28800000;31900000
2235515;Grafarvogur;22900000;2880000;24500000;27350000
2235495;Grafarvogur;25300000;3130000;27150000;30200000
2235491;Grafarvogur;24500000;2870000;25100000;27950000
2235489;Grafarvogur;26000000;3120000;27600000;30650000
2235458;Grafarvogur;25200000;3130000;26650000;29650000
2235457;Grafarvogur;23700000;2830000;24500000;27250000
2235492;Grafarvogur;29350000;3310000;28950000;32200000
2235456;Grafarvogur;28050000;3330000;28800000;31900000
2235493;Grafarvogur;24150000;2880000;25050000;27950000
2235494;Grafarvogur;19250000;2410000;21000000;23550000
2235516;Grafarvogur;25650000;3090000;26600000;29400000
2314193;Grafarvogur;27150000;2700000;25800000;28350000
2235581;Grafarvogur;28550000;3460000;30250000;33450000
2314192;Grafarvogur;27000000;2680000;25600000;28150000
2314167;Grafarvogur;40350000;3250000;31150000;33950000
2235517;Grafarvogur;18250000;2360000;20350000;22650000
2235582;Grafarvogur;22750000;2840000;24800000;27550000
2235518;Grafarvogur;22900000;2830000;24400000;27050000
2314194;Grafarvogur;27000000;2680000;25650000;28200000
2235583;Grafarvogur;31850000;3750000;32800000;36200000
2314195;Grafarvogur;26400000;2620000;25050000;27550000
2314196;Grafarvogur;27150000;2700000;25750000;28300000
2235612;Grafarvogur;23070000;3360000;27250000;30050000
2235590;Grafarvogur;26100000;3320000;27250000;30300000
2235611;Grafarvogur;31470000;4340000;35150000;38600000
2235596;Grafarvogur;34210000;4150000;33950000;37300000
2235591;Grafarvogur;33860000;4150000;33600000;37050000
2235597;Grafarvogur;30660000;3790000;30800000;33900000
2235592;Grafarvogur;26200000;3320000;26850000;30000000
2235598;Grafarvogur;25750000;3440000;28000000;31150000
2235609;Grafarvogur;18800000;2890000;23200000;26000000
2235594;Grafarvogur;29350000;3690000;30200000;33550000
2235595;Grafarvogur;25850000;3290000;26900000;29950000
2237958;Grafarvogur;29745000;3410000;29950000;33200000
2237957;Grafarvogur;32895000;3710000;32450000;36000000
2237959;Grafarvogur;28900000;3410000;29450000;32550000
2237955;Grafarvogur;28200000;3400000;30050000;33200000
2237956;Grafarvogur;29000000;3410000;29050000;32250000
2237961;Grafarvogur;28900000;3410000;29400000;32550000
2239399;Grafarvogur;23750000;3040000;27050000;29950000
2239400;Grafarvogur;25600000;3210000;28600000;31650000
2237960;Grafarvogur;32895000;3710000;32800000;36250000
2239401;Grafarvogur;33720000;3940000;35050000;38300000
2239421;Grafarvogur;39370000;4510000;37700000;41200000
2239418;Grafarvogur;29550000;3930000;32550000;35900000
2240551;Grafarvogur;33280000;4140000;34650000;38000000
2240552;Grafarvogur;22500000;3040000;25450000;28300000
2240550;Grafarvogur;30000000;3830000;31700000;35200000
2241693;Grafarvogur;23400000;2860000;24900000;27700000
2240553;Grafarvogur;30050000;3830000;32050000;35500000
2241694;Grafarvogur;30200000;3550000;30950000;34200000
2241691;Grafarvogur;35140000;3930000;33850000;37200000
2241692;Grafarvogur;26200000;3160000;27550000;30500000
2244906;Grafarvogur;33450000;3720000;30350000;33750000
2244873;Grafarvogur;30700000;3710000;30500000;34100000
2244904;Grafarvogur;36000000;3900000;31850000;35400000
2244905;Grafarvogur;31100000;3510000;28650000;31900000
2244902;Grafarvogur;33600000;3700000;30200000;33550000
2244903;Grafarvogur;37060000;3700000;31100000;34550000
2244911;Grafarvogur;37610000;3770000;31600000;35150000
2244919;Grafarvogur;36860000;3710000;31700000;35550000
2244912;Grafarvogur;38460000;3850000;32550000;36350000
2244979;Grafarvogur;37350000;3970000;36650000;40300000
2244978;Grafarvogur;37930000;4030000;37150000;40800000
2244968;Grafarvogur;34450000;3640000;34300000;37800000
2244980;Grafarvogur;34300000;3770000;35100000;38650000
2244975;Grafarvogur;34550000;3640000;34300000;37800000
2246710;Grafarvogur;33140000;3850000;35100000;38400000
2246709;Grafarvogur;30600000;3470000;31300000;34650000
2253266;Grafarvogur;21750000;2420000;23750000;25950000
2253267;Grafarvogur;37670000;3690000;36250000;39000000
2255105;Grafarvogur;36220000;3560000;34700000;37500000
2255104;Grafarvogur;30650000;3470000;31200000;33750000
2260467;Grafarvogur;24800000;2570000;24400000;26650000
2260459;Grafarvogur;21850000;2510000;23000000;25050000
2260463;Grafarvogur;24800000;2570000;24400000;26650000
2260460;Grafarvogur;30750000;3070000;28950000;31350000
2260455;Grafarvogur;24800000;2670000;25650000;27900000
2260464;Grafarvogur;31000000;3130000;29500000;32000000
2260465;Grafarvogur;25500000;2840000;26000000;28350000
2260466;Grafarvogur;27650000;2840000;26850000;29200000
2260462;Grafarvogur;27650000;2840000;26850000;29200000
2260456;Grafarvogur;31350000;3210000;30900000;33150000
2260461;Grafarvogur;27850000;2780000;26250000;28550000
2260606;Grafarvogur;29660000;3070000;29500000;32100000
2261810;Grafarvogur;32700000;3570000;34550000;37350000
2261229;Grafarvogur;34930000;3830000;35500000;38800000
2260481;Grafarvogur;26370000;2840000;26850000;29200000
2260484;Grafarvogur;29220000;3130000;29500000;32000000
2261230;Grafarvogur;26500000;3040000;28200000;31200000
2261251;Grafarvogur;27850000;3050000;28500000;31000000
2261231;Grafarvogur;36450000;3940000;36050000;39700000
2260608;Grafarvogur;22360000;2340000;22750000;24900000
2260607;Grafarvogur;25510000;2650000;25650000;28000000
2262883;Grafarvogur;17200000;2010000;18800000;20700000
2262721;Grafarvogur;27240000;2830000;26600000;28900000
2262727;Grafarvogur;18900000;2260000;20350000;22300000
2262729;Grafarvogur;27240000;2830000;26600000;28900000
2262904;Grafarvogur;19100000;2030000;19000000;20850000
2262724;Grafarvogur;26590000;2830000;26700000;29050000
2262726;Grafarvogur;26790000;2790000;26000000;28350000
2262730;Grafarvogur;18850000;2250000;20500000;22400000
2262725;Grafarvogur;26590000;2830000;26700000;29050000
2262884;Grafarvogur;17300000;2020000;18900000;20800000
2262952;Grafarvogur;26220000;2820000;27800000;30250000
2262950;Grafarvogur;26170000;2820000;27800000;30300000
2262905;Grafarvogur;18900000;1990000;18600000;20450000
2262978;Grafarvogur;27660000;2770000;26700000;29050000
2262906;Grafarvogur;18750000;1970000;18400000;20200000
2354423;Grafarvogur;;2770000;24600000;26400000
2262949;Grafarvogur;27000000;3520000;34200000;36650000
2262979;Grafarvogur;24300000;2720000;25400000;27650000
2262907;Grafarvogur;28400000;2800000;26200000;28550000
2262983;Grafarvogur;23750000;2730000;25500000;27850000
2262951;Grafarvogur;21170000;2270000;22150000;24300000
2262987;Grafarvogur;23650000;2700000;25250000;27600000
2262986;Grafarvogur;32960000;3360000;32150000;34900000
2262985;Grafarvogur;32510000;3410000;32650000;35450000
2262984;Grafarvogur;23800000;2810000;26250000;28650000
2263094;Grafarvogur;21300000;2440000;22550000;24600000
2263883;Grafarvogur;21000000;2280000;21350000;23450000
2263885;Grafarvogur;29110000;2840000;27750000;30150000
2263884;Grafarvogur;29590000;2830000;27250000;29750000
2263748;Grafarvogur;25550000;2950000;27900000;30050000
2263747;Grafarvogur;32020000;3530000;33350000;35750000
2264260;Grafarvogur;29500000;3280000;31800000;34400000
2264483;Grafarvogur;31950000;3330000;31900000;34550000
2264261;Grafarvogur;34880000;3280000;32650000;35300000
2264562;Grafarvogur;21950000;1970000;19300000;21150000
2264561;Grafarvogur;22000000;1980000;19350000;21250000
2264563;Grafarvogur;21950000;1970000;19300000;21150000
2264564;Grafarvogur;22250000;2040000;19900000;21800000
2266863;Grafarvogur;24050000;2510000;24250000;26650000
2266861;Grafarvogur;26350000;2620000;25800000;28300000
2266859;Grafarvogur;27700000;2760000;27100000;29650000
2266862;Grafarvogur;24600000;2760000;26750000;29250000
2266855;Grafarvogur;35900000;3390000;33500000;36250000
2266860;Grafarvogur;25550000;2510000;24750000;27150000
2267364;Grafarvogur;20800000;2280000;21950000;24050000
2267363;Grafarvogur;31700000;3110000;29850000;32500000
2267366;Grafarvogur;34050000;3130000;29900000;32400000
2266864;Grafarvogur;23000000;2620000;25400000;27850000
2267365;Grafarvogur;30550000;3020000;29050000;31600000
2269048;Grafarvogur;39300000;3630000;36200000;39050000
2269916;Grafarvogur;41800000;3510000;35050000;37850000
2269915;Grafarvogur;42850000;3540000;35350000;38200000
2271299;Grafarvogur;31070000;3160000;30300000;33700000
2271267;Grafarvogur;32620000;3280000;30750000;34050000
2271303;Grafarvogur;31120000;3160000;30900000;34350000
2271300;Grafarvogur;32520000;3340000;32000000;35550000
2271304;Grafarvogur;33420000;3410000;33250000;36900000
2271266;Grafarvogur;39920000;3980000;37100000;40900000
2040811;Grafarvogur;21750000;2810000;22350000;25000000
2041995;Grafarvogur;31670000;4000000;29750000;32600000
2041993;Grafarvogur;21250000;3070000;22250000;24750000
2041994;Grafarvogur;23050000;3160000;23000000;25550000
2040791;Grafarvogur;29050000;3600000;27900000;30750000
2278048;Grafarvogur;37890000;3550000;36050000;39000000
2278047;Grafarvogur;36990000;3490000;34700000;37600000
2278862;Grafarvogur;24930000;2540000;24850000;27650000
2280940;Grafarvogur;34010000;2990000;30800000;33450000
2280938;Grafarvogur;38560000;3550000;35650000;38600000
2280937;Grafarvogur;37210000;3490000;34350000;37200000
2280939;Grafarvogur;38710000;3270000;33600000;36450000
2291465;Grafarvogur;36200000;3920000;36650000;40400000
2291467;Grafarvogur;32650000;3620000;34250000;37650000
2291466;Grafarvogur;39700000;4080000;38600000;42300000
2309483;Grafarvogur;41460000;3080000;36800000;39150000
2310175;Grafarvogur;34590000;2770000;33050000;35400000
2310174;Grafarvogur;28240000;2330000;27500000;29750000
2314116;Grafarvogur;30850000;2630000;24900000;27300000
2314156;Grafarvogur;31800000;2640000;24950000;27400000
2314157;Grafarvogur;31650000;2620000;24800000;27200000
2314159;Grafarvogur;39550000;3220000;30450000;33300000
2314163;Grafarvogur;39750000;3260000;30850000;33750000
2314130;Grafarvogur;30950000;2610000;24750000;27200000
2314168;Grafarvogur;40350000;3250000;31150000;33950000
2314123;Grafarvogur;30850000;2640000;24950000;27500000
2314129;Grafarvogur;30950000;2620000;24750000;27250000
2314161;Grafarvogur;32050000;2680000;25400000;27900000
2314162;Grafarvogur;32000000;2670000;25300000;27850000
2314164;Grafarvogur;39700000;3260000;30800000;33700000
2314134;Grafarvogur;31400000;2690000;26000000;28550000
2314117;Grafarvogur;30600000;2640000;24950000;27400000
2314165;Grafarvogur;37000000;3100000;29650000;32400000
2314133;Grafarvogur;22900000;1955000;18850000;20900000
2314128;Grafarvogur;31050000;2690000;25500000;28050000
2314160;Grafarvogur;32200000;2700000;25550000;28100000
2314158;Grafarvogur;39550000;3220000;30450000;33250000
2314166;Grafarvogur;32400000;2670000;25600000;28000000
2314211;Grafarvogur;26450000;2620000;25050000;27550000
2314217;Grafarvogur;27850000;2790000;26650000;29300000
2314210;Grafarvogur;27050000;2690000;25650000;28200000
2314212;Grafarvogur;27600000;2770000;26450000;29050000
2314216;Grafarvogur;26450000;2620000;25000000;27500000
2314215;Grafarvogur;27050000;2680000;25650000;28200000
2320729;Grafarvogur;24950000;2270000;26000000;27950000
2320727;Grafarvogur;25000000;2270000;26000000;27950000
2324256;Grafarvogur;19500000;1840000;21050000;22800000
2324257;Grafarvogur;19650000;1860000;21300000;23000000
2324587;Grafarvogur;19500000;1840000;21050000;22800000
2324584;Grafarvogur;19600000;1860000;21300000;23000000
2324583;Grafarvogur;19350000;1835000;21000000;22700000
2324585;Grafarvogur;24850000;2260000;25850000;27800000
2324573;Grafarvogur;25750000;2350000;28000000;30250000
2324574;Grafarvogur;25750000;2330000;27750000;30000000
2324582;Grafarvogur;24950000;2270000;25950000;27900000
2324586;Grafarvogur;24850000;2260000;25850000;27800000
2324567;Grafarvogur;24700000;2250000;25750000;27700000
2350417;Grafarvogur;50860000;3670000;46050000;48800000
2350420;Grafarvogur;37460000;2800000;33900000;36200000
2040728;Grafarvogur;29500000;4420000;33450000;36800000
2040727;Grafarvogur;17150000;2850000;21250000;23800000
2040725;Grafarvogur;17150000;2850000;21250000;23800000
2040729;Grafarvogur;28250000;4270000;32250000;35500000
2040726;Grafarvogur;23400000;3650000;27200000;30300000
2041040;Grafarvogur;25150000;3470000;25500000;27750000
2041539;Grafarvogur;28100000;3890000;29500000;32600000
2350421;Grafarvogur;41310000;3040000;37500000;39900000
2042050;Grafarvogur;23950000;3290000;24100000;26700000
2042048;Grafarvogur;17300000;2560000;18750000;20900000
2042060;Grafarvogur;17300000;2560000;18900000;21200000
2042062;Grafarvogur;23950000;3290000;24300000;27050000
2042061;Grafarvogur;21400000;3020000;22300000;24850000
2042049;Grafarvogur;21400000;3020000;22100000;24550000
2042051;Grafarvogur;23950000;3290000;24100000;26700000
2350425;Grafarvogur;37210000;2820000;34750000;37050000
2038717;Grafarvogur;30970000;4180000;31700000;34550000
2038718;Grafarvogur;28770000;3750000;28800000;31450000
2038715;Grafarvogur;30870000;4160000;31200000;34150000
2038716;Grafarvogur;34870000;4630000;35100000;38250000
2038713;Grafarvogur;27620000;3750000;28700000;31350000
2038714;Grafarvogur;36470000;4630000;34850000;38100000
2038758;Grafarvogur;34010000;4020000;30450000;33350000
2039319;Grafarvogur;31350000;3940000;33850000;37000000
2039317;Grafarvogur;38780000;3970000;33750000;37000000
2039324;Grafarvogur;32560000;3690000;31000000;34100000
2039318;Grafarvogur;38500000;3950000;33950000;37100000
2039546;Grafarvogur;25900000;3350000;27000000;30100000
2039547;Grafarvogur;26000000;3350000;27250000;30300000
2039734;Grafarvogur;24550000;2910000;24850000;27700000
2039788;Grafarvogur;24400000;2930000;24000000;26750000
2039791;Grafarvogur;29870000;3090000;26300000;29200000
2039789;Grafarvogur;24150000;2920000;23850000;26600000
2039790;Grafarvogur;24200000;2930000;24000000;26750000
2039792;Grafarvogur;24150000;2920000;24100000;26800000
2039905;Grafarvogur;31250000;3400000;29150000;32300000
2039904;Grafarvogur;32650000;3550000;30400000;33650000
2039952;Grafarvogur;25480000;2570000;21350000;23850000
2039951;Grafarvogur;25030000;2760000;23400000;26150000
2039950;Grafarvogur;26230000;2770000;23500000;26250000
2040016;Grafarvogur;21125000;2410000;19900000;22250000
2040017;Grafarvogur;33695000;3450000;28100000;31000000
2040036;Grafarvogur;21010000;2190000;18800000;21050000
2040034;Grafarvogur;28720000;3120000;26000000;29150000
2040035;Grafarvogur;29510000;3060000;25700000;28650000
2040041;Grafarvogur;28590000;2840000;24500000;27300000
2040046;Grafarvogur;24970000;2670000;22500000;25150000
2040047;Grafarvogur;22500000;2440000;19800000;22200000
2040048;Grafarvogur;20200000;2250000;18250000;20500000
2040142;Grafarvogur;27600000;3010000;24600000;27550000
2040324;Grafarvogur;26100000;3020000;25300000;28250000
2040143;Grafarvogur;27350000;2990000;24400000;27300000
2040839;Grafarvogur;29040000;3650000;29700000;33550000
2040838;Grafarvogur;18250000;2810000;22250000;25300000
2040836;Grafarvogur;23450000;3420000;27050000;30650000
2040833;Grafarvogur;29110000;3650000;29450000;33150000
2040834;Grafarvogur;29110000;3650000;29700000;33550000
2040835;Grafarvogur;18250000;2810000;22250000;25300000
2040831;Grafarvogur;26950000;3420000;27650000;31200000
2040755;Grafarvogur;27800000;4270000;32250000;35500000
2040625;Grafarvogur;20800000;2960000;22650000;25000000
2040890;Grafarvogur;34300000;4430000;33350000;36100000
2040837;Grafarvogur;23450000;3420000;27050000;30650000
2041689;Grafarvogur;24350000;3240000;24050000;26600000
2041692;Grafarvogur;21200000;3160000;23150000;25700000
2041690;Grafarvogur;24750000;3480000;25800000;28500000
2042029;Grafarvogur;28100000;3920000;29550000;32900000
2042030;Grafarvogur;23900000;3370000;24950000;27900000
2042027;Grafarvogur;16550000;2480000;18550000;20750000
2042026;Grafarvogur;26780000;3370000;25450000;28300000
2042025;Grafarvogur;32730000;3920000;29500000;32700000
2039212;Grafarvogur;27050000;3370000;28200000;31350000
2040186;Grafarvogur;31450000;3570000;29450000;32650000
2041524;Grafarvogur;26980000;3580000;26200000;28750000
2042631;Grafarvogur;25150000;3250000;24100000;26850000
2042629;Grafarvogur;29400000;3450000;25400000;27800000
2042632;Grafarvogur;22300000;3070000;22150000;24850000
2042630;Grafarvogur;21400000;2730000;20100000;22300000
2042634;Grafarvogur;24500000;3360000;24150000;27000000
2042633;Grafarvogur;25050000;3260000;23600000;26400000
2042659;Grafarvogur;30840000;4000000;29250000;31950000
2042657;Grafarvogur;26100000;3630000;26700000;29550000
2042655;Grafarvogur;29390000;4020000;29450000;32250000
2042656;Grafarvogur;31290000;4000000;30500000;33300000
2038672;Grafarvogur;33180000;4350000;31050000;33700000
2038683;Grafarvogur;35430000;4480000;35300000;38450000
2038702;Grafarvogur;30400000;3960000;30650000;33700000
2038680;Grafarvogur;34980000;4480000;35350000;38500000
2038720;Grafarvogur;32270000;4180000;32200000;35150000
2038719;Grafarvogur;33820000;4340000;32650000;35650000
2038825;Grafarvogur;24150000;3370000;25050000;27650000
2039341;Grafarvogur;23100000;2830000;23650000;26350000
2039334;Grafarvogur;23050000;2830000;23650000;26350000
2039340;Grafarvogur;29100000;3490000;28500000;31600000
2039339;Grafarvogur;16100000;2110000;17250000;19400000
2039913;Grafarvogur;31100000;3220000;26750000;29900000
2039914;Grafarvogur;16250000;2070000;16700000;18900000
2039910;Grafarvogur;27550000;3020000;25750000;28600000
2039909;Grafarvogur;32950000;3500000;29400000;32650000
2039912;Grafarvogur;23700000;2620000;22700000;25300000
2039911;Grafarvogur;33100000;3530000;29950000;33150000
2040049;Grafarvogur;30060000;2900000;24350000;27250000
2040043;Grafarvogur;25550000;2670000;22900000;25650000
2040111;Grafarvogur;30680000;3330000;27400000;30600000
2040112;Grafarvogur;23300000;2880000;23000000;25750000
2040129;Grafarvogur;28750000;3110000;25400000;28350000
2040110;Grafarvogur;20750000;2560000;20400000;22900000
2040050;Grafarvogur;22300000;2540000;20600000;23100000
2040113;Grafarvogur;44560000;4130000;34100000;37600000
2040174;Grafarvogur;28180000;3020000;25350000;28250000
2040175;Grafarvogur;26340000;2850000;24000000;26750000
2040133;Grafarvogur;30150000;3320000;27050000;30250000
